2017-01-06 09:52:39.963  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'requestContextFilter' to: [/*]
2017-01-06 09:52:40.051  INFO 32276 --- [main] com.mchange.v2.log.MLog                  : MLog clients using log4j logging.
2017-01-06 09:52:40.082  INFO 32276 --- [main] com.mchange.v2.c3p0.C3P0Registry         : Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2017-01-06 09:52:40.333  INFO 32276 --- [main] c.m.v.c.i.AbstractPoolBackedDataSource   : Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1bqop4e9lvhhymfni4gy|50a7c72b, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1bqop4e9lvhhymfni4gy|50a7c72b, idleConnectionTestPeriod -> 3000, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://120.132.55.103:3308/league_data?useunicode=true&characterencoding=utf8&autoreconnect=true&rewritebatchedstatements=true&zerodatetimebehavior=converttonull, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 10, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 2, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-01-06 09:52:40.850  INFO 32276 --- [main] j.LocalContainerEntityManagerFactoryBean : Building JPA container EntityManagerFactory for persistence unit 'default'
2017-01-06 09:52:40.864  INFO 32276 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017-01-06 09:52:40.959  INFO 32276 --- [main] org.hibernate.Version                    : HHH000412: Hibernate Core {4.3.11.Final}
2017-01-06 09:52:40.961  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2017-01-06 09:52:40.963  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000021: Bytecode provider name : javassist
2017-01-06 09:52:41.259  INFO 32276 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
2017-01-06 09:52:41.383  INFO 32276 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-01-06 09:52:41.395  INFO 32276 --- [main] o.h.e.jdbc.internal.LobCreatorBuilder    : HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2017-01-06 09:52:41.614  INFO 32276 --- [main] o.h.h.i.ast.ASTQueryTranslatorFactory    : HHH000397: Using ASTQueryTranslatorFactory
2017-01-06 09:52:42.863  INFO 32276 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/assist/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.AssistController.selectAssistById(int)
2017-01-10 15:04:30.532  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:insertEventType
2017-01-10 15:04:30.532  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateEventType was 事件类型
2017-01-10 15:04:30.532  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateEventType belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:updateEventType
2017-01-10 15:04:30.533  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllEventType was 事件类型
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllEventType belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:selectAllEventType
2017-01-10 15:04:30.533  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectEventTypeById was 事件类型
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectEventTypeById belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:selectEventTypeById
2017-01-10 15:04:30.533  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteEventTypeById was 事件类型
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteEventTypeById belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-10 15:04:30.533  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:deleteEventTypeById
2017-01-10 15:04:30.533  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertJudgeType was 裁判类型
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:insertJudgeType
2017-01-10 15:04:30.534  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateJudgeType was 裁判类型
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:updateJudgeType
2017-01-10 15:04:30.534  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllJudgeType was 裁判类型
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:selectAllJudgeType
2017-01-10 15:04:30.534  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectJudgeTypeById was 裁判类型
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectJudgeTypeById belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-10 15:04:30.534  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:selectJudgeTypeById
2017-01-10 15:04:30.534  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteJudgeTypeById was 裁判类型
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteJudgeTypeById belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:deleteJudgeTypeById
2017-01-10 15:04:30.535  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeaguecalendar was 赛事
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeaguecalendar belongs to groups: [[ResourceGroup{groupName='赛事', position=0}]] 
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事', position=0} with description:赛事 for handler method:selectAllLeaguecalendar
2017-01-10 15:04:30.535  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeaguecalendarById was 赛事
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeaguecalendarById belongs to groups: [[ResourceGroup{groupName='赛事', position=0}]] 
2017-01-10 15:04:30.535  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事', position=0} with description:赛事 for handler method:selectLeaguecalendarById
2017-01-10 15:04:30.536  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeaguedata was 赛事数据
2017-01-10 15:04:30.536  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeaguedata belongs to groups: [[ResourceGroup{groupName='赛事数据', position=0}]] 
2017-01-10 15:04:30.536  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事数据', position=0} with description:赛事数据 for handler method:selectAllLeaguedata
2017-01-10 15:04:30.536  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeaguedataById was 赛事数据
2017-01-10 15:04:30.536  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeaguedataById belongs to groups: [[ResourceGroup{groupName='赛事数据', position=0}]] 
2017-01-10 15:04:30.536  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事数据', position=0} with description:赛事数据 for handler method:selectLeaguedataById
2017-01-10 15:04:30.536  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeagueevent was 赛事事件
2017-01-10 15:04:30.536  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeagueevent belongs to groups: [[ResourceGroup{groupName='赛事事件', position=0}]] 
2017-01-10 15:04:30.539  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事事件', position=0} with description:赛事事件 for handler method:selectAllLeagueevent
2017-01-10 15:04:30.539  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeagueeventById was 赛事事件
2017-01-10 15:04:30.539  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeagueeventById belongs to groups: [[ResourceGroup{groupName='赛事事件', position=0}]] 
2017-01-10 15:04:30.539  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事事件', position=0} with description:赛事事件 for handler method:selectLeagueeventById
2017-01-10 15:04:30.539  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeagueMatch was view
2017-01-10 15:04:30.539  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeagueMatch belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:selectAllLeagueMatch
2017-01-10 15:04:30.540  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeagueMatchById was view
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeagueMatchById belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:selectLeagueMatchById
2017-01-10 15:04:30.540  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertLeagueMatch was view
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertLeagueMatch belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:insertLeagueMatch
2017-01-10 15:04:30.540  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateLeagueMatch was view
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateLeagueMatch belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-10 15:04:30.540  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:updateLeagueMatch
2017-01-10 15:04:30.540  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteLeagueMatchById was view
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteLeagueMatchById belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:deleteLeagueMatchById
2017-01-10 15:04:30.541  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateLeagueType was 联赛类型
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateLeagueType belongs to groups: [[ResourceGroup{groupName='联赛类型', position=0}]] 
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='联赛类型', position=0} with description:联赛类型 for handler method:updateLeagueType
2017-01-10 15:04:30.541  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertLeagueType was 联赛类型
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertLeagueType belongs to groups: [[ResourceGroup{groupName='联赛类型', position=0}]] 
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='联赛类型', position=0} with description:联赛类型 for handler method:insertLeagueType
2017-01-10 15:04:30.541  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeagueType was 联赛类型
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeagueType belongs to groups: [[ResourceGroup{groupName='联赛类型', position=0}]] 
2017-01-10 15:04:30.541  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='联赛类型', position=0} with description:联赛类型 for handler method:selectAllLeagueType
2017-01-10 15:04:30.545  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeagueTypeById was 联赛类型
2017-01-10 15:04:30.545  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeagueTypeById belongs to groups: [[ResourceGroup{groupName='联赛类型', position=0}]] 
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='联赛类型', position=0} with description:联赛类型 for handler method:selectLeagueTypeById
2017-01-10 15:04:30.546  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteLeagueTypeById was 联赛类型
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteLeagueTypeById belongs to groups: [[ResourceGroup{groupName='联赛类型', position=0}]] 
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='联赛类型', position=0} with description:联赛类型 for handler method:deleteLeagueTypeById
2017-01-10 15:04:30.546  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllMatchMapping was 球赛映射
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllMatchMapping belongs to groups: [[ResourceGroup{groupName='球赛映射', position=0}]] 
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球赛映射', position=0} with description:球赛映射 for handler method:selectAllMatchMapping
2017-01-10 15:04:30.546  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectMatchMappingById was 球赛映射
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectMatchMappingById belongs to groups: [[ResourceGroup{groupName='球赛映射', position=0}]] 
2017-01-10 15:04:30.546  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球赛映射', position=0} with description:球赛映射 for handler method:selectMatchMappingById
2017-01-10 15:04:30.547  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertMatchMapping was 球赛映射
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertMatchMapping belongs to groups: [[ResourceGroup{groupName='球赛映射', position=0}]] 
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球赛映射', position=0} with description:球赛映射 for handler method:insertMatchMapping
2017-01-10 15:04:30.547  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateMatchMapping was 球赛映射
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateMatchMapping belongs to groups: [[ResourceGroup{groupName='球赛映射', position=0}]] 
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球赛映射', position=0} with description:球赛映射 for handler method:updateMatchMapping
2017-01-10 15:04:30.547  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteMatchMappingById was 球赛映射
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteMatchMappingById belongs to groups: [[ResourceGroup{groupName='球赛映射', position=0}]] 
2017-01-10 15:04:30.547  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球赛映射', position=0} with description:球赛映射 for handler method:deleteMatchMappingById
2017-01-10 15:04:30.547  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllMatchPosition was match-position-controller
2017-01-10 15:04:30.548  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllMatchPosition belongs to groups: [[ResourceGroup{groupName='match-position-controller', position=0}]] 
2017-01-10 15:04:30.548  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='match-position-controller', position=0} with description:Match Position Controller for handler method:selectAllMatchPosition
2017-01-10 15:04:30.548  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectMatchPositionById was match-position-controller
2017-01-10 15:04:30.548  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectMatchPositionById belongs to groups: [[ResourceGroup{groupName='match-position-controller', position=0}]] 
2017-01-10 15:04:30.548  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='match-position-controller', position=0} with description:Match Position Controller for handler method:selectMatchPositionById
2017-01-10 15:04:30.548  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertMatchPosition was match-position-controller
2017-01-10 15:04:30.549  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertMatchPosition belongs to groups: [[ResourceGroup{groupName='match-position-controller', position=0}]] 
2017-01-10 15:04:30.549  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='match-position-controller', position=0} with description:Match Position Controller for handler method:insertMatchPosition
2017-01-10 15:04:30.549  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateMatchPosition was match-position-controller
2017-01-10 15:04:30.549  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateMatchPosition belongs to groups: [[ResourceGroup{groupName='match-position-controller', position=0}]] 
2017-01-10 15:04:30.549  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='match-position-controller', position=0} with description:Match Position Controller for handler method:updateMatchPosition
2017-01-10 15:04:30.550  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteMatchPositionById was match-position-controller
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteMatchPositionById belongs to groups: [[ResourceGroup{groupName='match-position-controller', position=0}]] 
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='match-position-controller', position=0} with description:Match Position Controller for handler method:deleteMatchPositionById
2017-01-10 15:04:30.550  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateMatchVideo was 赛事视频
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateMatchVideo belongs to groups: [[ResourceGroup{groupName='赛事视频', position=0}]] 
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事视频', position=0} with description:赛事视频 for handler method:updateMatchVideo
2017-01-10 15:04:30.550  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertMatchVideo was 赛事视频
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertMatchVideo belongs to groups: [[ResourceGroup{groupName='赛事视频', position=0}]] 
2017-01-10 15:04:30.550  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事视频', position=0} with description:赛事视频 for handler method:insertMatchVideo
2017-01-10 15:04:30.550  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllMatchVideo was 赛事视频
2017-01-10 15:04:30.551  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllMatchVideo belongs to groups: [[ResourceGroup{groupName='赛事视频', position=0}]] 
2017-01-10 15:04:30.551  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事视频', position=0} with description:赛事视频 for handler method:selectAllMatchVideo
2017-01-10 15:04:30.551  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectMatchVideoById was 赛事视频
2017-01-10 15:04:30.551  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectMatchVideoById belongs to groups: [[ResourceGroup{groupName='赛事视频', position=0}]] 
2017-01-10 15:04:30.551  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事视频', position=0} with description:赛事视频 for handler method:selectMatchVideoById
2017-01-10 15:04:30.552  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteMatchVideoById was 赛事视频
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteMatchVideoById belongs to groups: [[ResourceGroup{groupName='赛事视频', position=0}]] 
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事视频', position=0} with description:赛事视频 for handler method:deleteMatchVideoById
2017-01-10 15:04:30.553  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectPlayerById was 球员
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectPlayerById belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:selectPlayerById
2017-01-10 15:04:30.553  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllPlayer was 球员
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllPlayer belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:selectAllPlayer
2017-01-10 15:04:30.553  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllPlayerhistory was 球员历史
2017-01-10 15:04:30.553  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllPlayerhistory belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-10 15:04:30.554  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:selectAllPlayerhistory
2017-01-10 15:04:30.554  INFO 7804 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectPlayerhistoryById was 球员历史
2017-01-10 15:04:30.554  INFO 7804 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectPlayerhistoryById belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
